Audio_file,Raga Name,Tonic,Remarks,Artist Hindustani Music,Artist Others,Singer,Instrument,Vocals,Type,Accompanist,Raga,Tala,Bol,Gharana,Doha,Kaand,Compositions,Occasion,Participants,Director,Producer,Composer,Narrator,Lyricist,Episode,First Line of Song,Items,State / Region,Performers Conductor,Creation Date,Modification Date,Modified By,Track Count,Track Version Count,number of 30 second files
Sahna_kanada-1,Sahna_kanada,D#,HINDUSTANI CLASSICAL VOCAL BY ADITYA KHANDWE,,,ADITYA KHANDWE,,,Vocal,"TABLA-  RAM DAS PARSULE,  HARMONIUM-  SHRI RAM HASABNIS",SHAHANA KANADA (NIGHT),,,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,,,PUNE,,23-06-2015 15:55,23-06-2015 15:55,Ingest,1,1,31
Nat_bihag-1,Nat_bihag,G#,HINDUSTANI CLASSICAL VOCAL BY SUBHARA GUHA (TAAL-VILAMBIT IN EK TAAL & DRUT IN TEEN TAAL) PART 01,,,SUBHRA GUHA,,,Vocal,,NAT BIHAG (NIGHT),TEEN TAL,KASE KASE BOLAT JHANAN JHANAN PAYAL BAJE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,,,,,09-02-2015 14:41,09-02-2015 14:41,Ingest,1,1,49
Bhoop_nat-1,Bhoop_nat,A,HINDUSTANI CLASSICAL VOCAL BY SMT. MADHURI VISHWANATH OKE,MADHURI OKA (VOCAL),,,,,Vocal," TABLA-   DATTATRE GOKTE,   HARMONIUM-   RAJIV PARANJPE,  TANPURA-  DR. ASHOK SHARMA",BHOOP NAT (NIGHT),TEEN TAL,,,,,,AKASHWANI SANGEET SAMMELAN - 2011,,,,,,,CUT-01,,,,,08-09-2015 11:36,08-09-2015 11:36,Ingest,1,1,112
Nat_kedar-1,Nat_kedar,E,HINDUSTANI CLASSICAL VOCAL BY NISHAD BAAKRE,,,NISHAD BAAKRE,,,Vocal,"TABLA-  SATYAJEET TALWALKAR,  HARMONIUM- SUDHIR NAIK",NAT KEDAR (NIGHT),TEEN TAL,AAJ MANAWAT,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,AAJ MANAWAT,,MUMBAI,,15-06-2015 15:02,15-06-2015 15:02,Ingest,1,1,75
Pancham-1,Pancham,G#,"HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SHANNO KHURANA,CUT- 01",,,VIDUSHI SHANNO KHURANA,,VOCAL RECITAL,Vocal, TABLA-   AKHTAR HASSAN   HARMONIUM-  VINAY MISHRA PAKHAWAJ- MANMOHAN NAIK  SARANGI-  PT. BHARAT BHUSHAN GOSWAMI,PANCHAM (NIGHT),TEEN TAL,AO GAO RIJHAO,,,,VILAMBIT KHAYAL,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,DELHI,,11-06-2015 14:21,11-06-2015 14:21,Ingest,1,1,37
Nayaki_kanada-10,Nayaki_kanada,A#,"HINDUSTANI CLASSICALVOCAL, BY APARNA PANSHEKAR-GAYAN, CUT- 02",,,APARNA PANSHEKAR-GAYAN,,VOCAL RECITAL,Vocal," TABLA-  SALIM ALLAHAWALE, HARMIOUNAM:-ZAMIR KHAN",NAYAKI KANADA (NIGHT),ROOPAK,MERO PIYA & RAATIY ME JAGI RE,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,EP-02,,,NAJIBABAD,,08-05-2015 10:42,08-05-2015 10:42,Ingest,1,1,38
Nayaki_kanada-6,Nayaki_kanada,G#,"HINDUSTANI CLASSICAL VOCAL BY BAKUL CHATTOPADHYAY, CUT- 01",BAKUL CHATTOPADHAYA (VOCAL),,BAKUL CHATTOPADHYAY,,VOCAL RECITAL,Vocal," TABLA-   SUJIT SAHA  HARMONIUM-  RUPASHREE BHATTACHARYA, TANPURA-  MITA HALDAR",NAYAKI KANADA (NIGHT),TEEN TAL,BANRA MORA PYARA,,,,MADHYALAYA GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,KOLKATA,,11-06-2015 11:49,11-06-2015 11:49,Ingest,1,1,48
Nayaki_kanada-3,Nayaki_kanada,C#,"HINDUSTANI CLASSICAL VOCAL BY DR.DAMODAR HOTA , CUT- 02",DAMODAR HOTA (VOCAL),,DR.DAMODAR HOTA,,VOCAL RECITAL,Vocal,TABLA-  PT. UMESH CHANDRAKAR  HARMONIUM-  SHRI SANATAN GOSWAMI,NAYAKI KANADA (NIGHT),EK TAL,,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,DELHI,,04-06-2015 14:53,30-05-2019 12:33,Manager,1,1,52
Nayaki_kanada-5,Nayaki_kanada,C#,"HINDUSTANI CLASSICAL VOCAL BY PT. RAMCHATUR MALLIK, CUT- 02",RAM CHATUR MALLICK (Pundit) (VOCAL),,PT. RAMCHATRU MALLICK,,VOCAL RECITAL,Vocal," SARANGI- PT. INDER LAL DHANDHRA, PAKHAWAJ &  TABLA-  PT. RAM ASHISH PATHAK",NAYAKI KANADA (NIGHT),KHAND CHAPU,,,,,AALAP,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,03-06-2015 12:57,03-06-2015 12:57,Ingest,1,1,54
Nayaki_kanada-7,Nayaki_kanada,A#,HINDUSTANI CLASSICAL VOCAL BY RITA ROY,,,RITA ROY,,,Vocal,,NAYAKI KANADA (NIGHT),EK TAL,BANRA MORA PIYARA,,,,VILAMBIT KHAYAL,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,BANRA MORA PIYARA,,DELHI,,08-05-2015 11:43,08-05-2015 11:43,Ingest,1,1,56
Nayaki_kanada-9,Nayaki_kanada,A,HINDUSTANI CLASSICAL VOCAL BY ALKA DEO MARULKAR,ALKA DEO MARULKAR (VOCAL),,ALKA DEO MARULKAR,,,Vocal,"TABLA-  VISHWANATH SHELUDKAR,  HARMONIUM-  VISHWANATH KANHERE",NAYAKI KANADA (NIGHT),TEEN TAL,SAPNE MAIN SAJAN AYE,,,,,AKASHWANI SANGEET SAMMELAN 2009 (SPECIAL PROGRAMME OF MUSIC),,,,GURU PANDIT RAJA BHAV DEV,,,PART 01,SAPNE MAIN SAJAN AYE,,DELHI,,01-06-2015 14:27,01-06-2015 14:27,Ingest,1,1,57
Nayaki_kanada-11,Nayaki_kanada,A,"HINDUSTANI CLASSICAL VOCAL BY SADHNA DESMUKH MOHITE, CUT- 01",,,SADHNA DESHMUKH MOHITE,,VOCAL RECITAL,Vocal," TABLA-  MILIND POTE,   HARMONIUM-  MILIND KULKARNI",NAYAKI KANADA (NIGHT),TEEN TAL,MORA RE MORA MAAN LE,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,PUNE,,05-06-2015 16:22,05-06-2015 16:22,Ingest,1,1,57
Nayaki_kanada-4,Nayaki_kanada,A,HINDUSTANI CLASSICAL VOCAL BY NEELAKSHI JUVEKAR,,,,,,Vocal, TABLA-   OMKAR GULVADI   HARMONIUM-   AANANT JOSHI,NAYAKI KANADA (NIGHT),TEEN TAL,MERO PIYA,,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-02,,,,,24-07-2015 15:54,24-07-2015 15:54,Ingest,1,1,58
Rageshree-1,Rageshree,C#,HINDUSTANI CLASSICAL VOCAL BY USTAD SHAUKAT HUSSAIN KHAN,,,,,,, TABLA-   NANDAN MEHTA   HARMONIUM-   RAJU GANDHARVA  SARANGI-  IKRAM KHAN,RAGESHRI (NIGHT),EK TAL,ALI RE AAJ AAYE,,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-01,,,,,27-07-2015 11:49,27-07-2015 11:49,Ingest,1,1,60
Nayaki_kanada-8,Nayaki_kanada,G#,"HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SHRUTI SADALIKAR, CUT- 02",SHRUTI SADOLIKAR (VOCAL),,VIDUSHI SHRUTI SADALIKAR,,VOCAL RECITAL,Vocal,"TABLA-  RAVINATH MISHR,  SARANGI-  VINOD KUMAR MISHR,  HARMONIUM-  MOHAN MUGRETANPURA- SANGEETA GOSWAMI &MADIRA HALVE",NAYAKI KANADA (NIGHT),TEEN TAL,,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,EPI- 02,,,BHOPAL,,08-05-2015 15:15,08-05-2015 15:15,Ingest,1,1,61
Mishra_kirwani-1,Mishra_kirwani,D,HINDUSTANI CLASSICAL VOCAL BY MOHAN KUMAR DAREKAR,,,MOHAN KUMAR DAREKAR,,VOCAL RECITAL,Vocal," TABLA-   ARVIND KUMAR AZAD,   HARMONIUM-   SUBHASH DASAKKAR",MISHRA KIRWANI (EVENING),EK TAL,JAGAT MAIN JHUTHI DEKHI PRIT,,,,BHAJAN,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 03,JAGAT MAIN JHUTHI DEKHI PRIT,,TAMILNADU,,04-08-2015 12:33,04-08-2015 12:33,Ingest,1,1,11
Nayaki_kanada-2,Nayaki_kanada,C#,"HINDUSTANI CLASSICAL VOCAL BY DR. HARI CHARAN VERMA, CUT- 02",,,DR. HARI CHARAN VERMA,,VOCAL RECITAL,Vocal, TABLA-  SH. SUDHIR PANDAY   HARMONIUM-  ZAMIR AHMAD  SARANGI- PT. BHARAT BHUSHAN GOSWAMI,NAYAKI KANADA (NIGHT),TEEN TAL,DARBAR DHIYAVE DUKH DOOR,,,,BANDISH,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,DELHI,,10-06-2015 12:40,10-06-2015 12:40,Ingest,1,1,19
Bhairavi-8,Bhairavi,C#,HINDUSTANI CLASSICAL VOCAL BY FAIYAZ WASIFUDDIN DAGAR- CUT 02,,,,,VOCAL RECITAL,Vocal, PAKHAWAJ- MANMOHAN NAYAK,BHAIRAVI (MORNING),SOOL TAL,TU HE BHARM  TU HE VISHANU,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,1,,VOCAL,DELHI,,05-08-2015 16:24,05-08-2015 16:24,Ingest,1,1,22
Pahadi-7,Pahadi,G#,"HINDUSTANI CLASSICAL VOCAL BY SMT. AVANTIKA CHAKRAVARTI, CUT- 02",,,SMT. AVANTIKA CHAKRAVARTI,,VOCAL RECITAL,Vocal," SARANGI-  KANHAIYA LAL MISHR,  HARMONIUM-  METHAB KHAN,TABLA-  NAND KISHOR MISHRA",PAHADI (NIGHT),,SHYAM BEYE GNSHAYAM NA AYE,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,EPI- 02,,,VARANASI,,11-05-2015 11:14,11-05-2015 11:14,Ingest,1,1,29
Pahadi-4,Pahadi,C#,"HINDUSTANI CLASSICAL VOCAL BY NEHA RANJAN BANERJEE, CUT- 03",,,NEHA RANJAN BANERJEE,,VOCAL RECITAL,Vocal,  HARMONIUM-   SUDHANSHU KULKARNI  TABLA-   PT. RAGHUNATH NAKOD,PAHADI (NIGHT),,,,,,THUMARI,AKASHWANI SNGEET  SAMMELAN- 2010,,,,,,,,,,DHARWAD,,16-06-2015 11:32,16-06-2015 11:32,Ingest,1,1,29
Pahadi-5,Pahadi,C#,HINDUSTANI CLASSICAL VOCAL BY AJAY CHAKRAVARTY,AJAY CHAKRAVARTY (Pundit) (VOCAL),,AJAY CHAKRAVARTY,,,Bhajan," TABLA-   SAMAR SAHA,   HARMONIUM-  ROOPA BHATTACHARYA",PAHADI (NIGHT),,,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,HARI OM TATSAT,,DELHI,,15-05-2015 12:40,15-05-2015 12:40,Ingest,1,1,33
Pahadi-8,Pahadi,C#,HINDUSTANI CLASSICAL VOCAL BY AFROZ BANO,AFROZ BANO (VOCAL),,AFROZ BANO,,,Vocal," TABLA-   USTAD HIDAYAT KHAN,   HARMONIUM-  SHARIEF AHMAD,  SARANGI- LIAQAT ALI KHAN",PAHADI (NIGHT),,BALMA PARDESIYA MORO,,,,DADRA,"AKASHAVNI SANGEET SAMMELAN-2006, HYDERABAD (NATIONAL PROGRAMME OF MUSIC)",,,,,,,PART 04,BALMA PARDESIYA MORO,,DELHI,,05-06-2015 10:34,05-06-2015 10:34,Ingest,1,1,15
Pahadi-2,Pahadi,G#,HINDUSTANI CLASSICAL VOCAL BY KOYAL DAS GUPTA,,,KOYAL DAS GUPTA,,VOCAL RECITAL,Vocal," TABLA-    PARIMAL CHAKRABORTY,   HARMONIUM-    HIRANMAY MITRA",KHAMAJ (NIGHT),,,,,,THUMARI,AKHIL BHARTIYA RAVIVASRIYA KARYKRAM,,,,,,,PART 01,,,WEST BENGAL,,05-08-2015 15:06,05-08-2015 15:06,Ingest,1,1,36
Pahadi-3,Pahadi,C#,"HINDUSTANI CLASSICAL VOCAL BY SHRI MOHINDER SINGH, CUT- 02",,,SHRI MOHINDER SINGH,,VOCAL RECITAL,Vocal,TABLA-  SHRI KALE RAM  SARANGI-  SHRI SHAMINDAR PAL SINGH,PAHADI (NIGHT),,MORI CHORO GAGARYA SHYAM,,,,DADRA,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,05-06-2015 11:55,05-06-2015 11:55,Ingest,1,1,19
Pahadi-1,Pahadi,A#,HINDUSTANI CLASSICAL VOCAL BY AFROZ BANO,AFROZ BANO (VOCAL),,AFROZ BANO,,,Vocal,"TABLA-  USTAD HIDAYAT KHAN,  SARANGI-  LIAQAT ALI KHAN,  HARMONIUM-  AJAY JOGLEKAR",PAHADI (NIGHT),,BALMA QADAR NAHIN JAANE,,,,THUMARI,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 03,BALMA QADAR NAHIN JAANE,,DELHI,,04-06-2015 14:55,04-06-2015 14:55,Ingest,1,1,19
Paraj-1,Paraj,A,HINDUSTANI CLASSICAL VOCAL BY MANJU SHAH KULKARNI  PATIL,,,MANJU SHAH KULKARNI  PATIL,,,Vocal," TABLA-  VINOD GANGADHAR LELE, 	  HARMONIUM-  ZAMIR AHMED,  TANPURA- PUNITA BABA & SAVITA SHARMA",PARAJ (NIGHT),TEEN TAL,PAWAN CHALAT ALKINO CHANDRA KE,,,,,AKASHWANI SANGEET SAMMELAN 2009 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 02,PAWAN CHALAT ALKINO CHANDRA KE,,JALANDHAR,,08-06-2015 14:54,08-06-2015 14:54,Ingest,1,1,32
Khamaj-10,Khamaj,G,"HINDUSTANI CLASSICAL VOCAL BY VIDUSHI NEELA RAMGOPAL,CUT- 02",,,VIDUSHI NEELA RAMGOPAL,,VOCAL RECITAL,Vocal," VIOLIN-  MYSORE V. SRIKANTH ,MRIDANGAM: - ARJUN KUMAR ,KHANJIRA: - G. GURUPRASANNA",KHAMAJ (NIGHT),KHAND CHAPU,AVTARU RAGHUPATI,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,BANGLORE,,18-06-2015 14:13,30-05-2019 12:54,Manager,1,1,13
Paraj_kalingda-2,Paraj_kalingda,C#,"HINDUSTANI CLASSICAL VOCAL BY USTAD ASLAM KHAN, CUT- 01",ASLAM HUSSAIN KHAN (VOCAL),,USTAD ASLAM KHAN,,VOCAL RECITAL,Vocal," TABLA-  SHRI ANISH PRADHAN,   HARMONIUM-  SHRI SUDHIR NAYAK",PARAJ KALINGDA (MORNING),JHAPTAL,SOTE SOTE NINDIYA JAGAYEE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,MUMBAI,,09-06-2015 14:57,09-06-2015 14:57,Ingest,1,1,21
Paraj_kalingda-1,Paraj_kalingda,D#,HINDUSTANI CLASSICAL VOCAL BY ARUN KASHALKAR,ARUN KASHALKAR (VOCAL),,ARUN KASHALKAR,,,Vocal," TABLA-  JAYANT NAYK,   HARMONIUM-  JAYANT PHARKE",PARAJ KALINGDA (MORNING),TEEN TAL,BALAM HO MAHARA DE HO KAJRA,,,,,SPECIAL PROGRAMME OF MUSIC,,,,,,,PART 03,BALAM HO MAHARA DE HO KAJRA,,DELHI,,05-06-2015 15:29,05-06-2015 15:29,Ingest,1,1,14
Madhukauns-5,Madhukauns,C#,HINDUSTANI CLASSICAL VOCAL BY SHARAD SUTAWANE,SHARAD SUTAVANE (VOCAL),,,,,Vocal, TABLA-   OMKAR GULWADI   HARMONIUM-   VISHWA NATH KANKARE,MADHUKAUNS (NIGHT),EK TAL,AB NA SATAWO SAIYYA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,27-07-2015 15:54,27-07-2015 15:54,Ingest,1,1,57
Pilu-2,Pilu,C#,HINDUSTANI CLASSICAL VOCAL BY KOYAL DAS GUPTA,,,KOYAL DAS GUPTA,,,Vocal," TABLA-  PARIMAL CHAKRABORTY,   HARMONIUM-  HIRAMMOY MITRA",PILU (EVENING),,,,,,KAJRI,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,,,KOLKATA,,08-06-2015 12:56,08-06-2015 12:56,Ingest,1,1,19
Jaijaiwanti-5,Jaijaiwanti,D,HINDUSTANI CLASSICAL VOCAL BY SHANTANU BHATTACHARYA,,,,,,Vocal, TABLA-   SAMAR SAHA  HARMONIUM-  HIRANMAY MITRA  SARANGI-  RAMESH MISHRA,JAIJAIWANTI (NIGHT),EK TAL,LAL MOSE PREET,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,22-07-2015 14:59,22-07-2015 14:59,Ingest,1,1,72
Puriya-3,Puriya,D,HINDUSTANI CLASSICAL VOCAL BY RATAN MOHAN SHARMA,,,RATAN MOHAN SHARMA,,,Vocal," TABLA-  KALI NATH MISHRA,   HARMONIUM-   NIRANJAN LELE",PURIYA (EVENING),EK TAL,PHOOLAN KEHARVA,MEWATI,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,PHOOLAN KEHARVA,,MUMBAI,,12-06-2015 13:00,03-07-2015 15:49,Manager,1,1,77
Puriya_dhanashri-2,Puriya_dhanashri,C#,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,MANI PRASAD (VOCAL),,,,,Vocal,,PURIYA DHANASHRI (EVENING),TEEN TAL,ALBELI GHUNGHAT KHOL GHUNGHAT MEIN TORE CHANDRA BIRAJE.,,,,DRUT GAT,SPECIAL RECORDING FOR AIR,,,,,,,CUT-02,,,,,23-07-2015 15:08,23-07-2015 15:08,Ingest,1,1,9
Puriya-1,Puriya,G#,HINDUSTANI CLASSICAL VOCAL BY PURVI PARIKH,,,PURVI PARIKH,,,Vocal,"TABLA-  ANUTOSH DEGARIYA,  SARANGI- FAROOQ KHAN,  HARMONIUM-  NIRANJAN LELE",PURIYA (EVENING),EK TAL,AWANA KO CHAL WAYYA,,,,,RAVIVARSIYE SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,AWANA KO CHAL WAYYA,,MUMBAI,,18-05-2015 12:38,18-05-2015 12:38,Ingest,1,1,85
Gorakh_kalyan-5,Gorakh_kalyan,C#,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,GORAKH KALYAN (NIGHT),,DHAN DHAN DHYO SAB MIL MANGAL GAO.,,,,,SPECIAL RECORDING FOR AIR ARCHIVES.,,,,,,,CUT-04,,,,,23-07-2015 11:06,23-07-2015 11:06,Ingest,1,1,10
Puriya_dhanashri-1,Puriya_dhanashri,D#,HINDUSTANI CLASSICAL VOCAL BY SHRI BALACHANDRA NAKOD,BALACHANDRA NAKOD (VOCAL),,SHRI BALACHANDRA NAKOD,,,Vocal," TABLA-  SHRI RAGHAVENDRA NAKOD,   HARMONIUM-  DR. PANCHAKSHARI, HIREMATH,  VIOLIN- SHRI SHANKAR T.KABADI",PURIYA DHANASHRI (EVENING),EK TAL,CHAYANDRA JAGDA,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,CHAYANDRA JAGDA,,DHARWAD,,18-05-2015 12:58,18-05-2015 12:58,Ingest,1,1,61
Sohni-15,Sohni,C#,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,SOHINI (NIGHT),,AE RE YASODHA TERO SO,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-04,,,,,23-07-2015 16:06,23-07-2015 16:06,Ingest,1,1,9
Surdasi_malhar-4,Surdasi_malhar,C#,HINDUSTANI CLASSICAL VOCAL BY FAIYAZ WASIFUDDIN DAGAR- CUT 01,,,,,VOCAL RECITAL,Vocal,,N/A (),,NA MARO PICHKARI,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,1,NA MARO PICHKARI,VOCAL,DELHI,,05-08-2015 16:20,05-08-2015 16:20,Ingest,1,1,29
Puriya_kalyan-7,Puriya_kalyan,F,HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SULOCHANA BRIHASPATI,SULOCHANA BRIHASPATI (Vidushi) (VOCAL),,VIDUSHI SULOCHANA BRIHASPATI,,,Vocal,"TABLA-  SUDHIR PANDAY,  SARANGI-  ASIF ALI KHAN",PURIYA KALYAN (EVENING),EK TAL,PIYA KE DARAS KO ATI AKULANE,,,,,AKASHWANI SANGEET SAMMELAN SEPTEBER 2013 BEFORE INVITED AUDIENCE AT K L SEHGAL MEMORIAL HALL JALLANDHAR,,,,,,,PART 01,PIYA KE DARAS KO ATI AKULANE,,JALANDHAR,,27-05-2015 11:53,27-05-2015 11:53,Ingest,1,1,56
Malkauns-7,Malkauns,D#,"HINDUSTANI CLASSICAL VOCAL BY MUJAHID HUSSAIN KHAN, CUT- 01",,,MUJAHID HUSSAIN KHAN,,VOCAL RECITAL,Vocal,"TABLA- PARDEEP SARKAR,  SARANGI- LIYQAT ALI KHAN, HARMONIUM- ZAMIR KHAN",MALKAUNS (NIGHT),EK TAL,JAMAAL KAMAAL SABAN MAIN TERO,,,,,AKASHWANI SNGEET  SAMMELAN,,,,,,,,,,GUJRAT,,06-08-2015 11:34,06-08-2015 11:34,Ingest,1,1,57
Puriya_kalyan-2,Puriya_kalyan,D#,HINDUSTANI CLASSICAL VOCAL BY D. KUMAR DAS,D. KUMAR DAS (VOCAL),,D. KUMAR DAS,,,Vocal," TABLA-   PT. RAGHUNATH NAKOD,   HARMONIUM-  DR. PANCHAKSHIRI HIREMATH",PURIYA KALYAN (EVENING),EK TAL,AAJ SO BANA,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,AAJ SO BANA,,DHARWAD,,16-06-2015 12:44,16-06-2015 12:44,Ingest,1,1,61
Puriya_kalyan-1,Puriya_kalyan,D,HINDUSTANI CLASSICAL VOCAL BY SHRI ARNAB CHATTERJEE,,,SHRI ARNAB CHATTERJEE,,,Vocal," TABLA-  SHRI SUBHANKAR BANERJEE,   HARMONIUM-  SHRI SOHAN LAL  SHARMA",PURIYA KALYAN (EVENING),EK TAL,AAJ RANGILE Y LAL,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,AAJ RANGILE Y LAL,,KOLKATA,,25-05-2015 12:28,25-05-2015 12:28,Ingest,1,1,61
Puriya_kalyan-8,Puriya_kalyan,C#,"HINDUSTANI CLASSICAL VOCAL BY K.V. NANDA KUMAR,CUT- 01",,,K.V. NANDA KUMAR,,VOCAL RECITAL,Vocal," TABLA-  PT.  RAVINDRA YAVGAL ,  VIOLIN-   C.N. CHANDRA SHEKHAR ,  HARMONIUM-  DR. RAVINDRA KATOTI",PURIYA KALYAN (EVENING),TEEN TAL,TUM HO JAG KE AADHAR,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAM OF MUSIC,,,,,,,PART 1,,,BANGALORE,,14-05-2015 12:59,14-05-2015 12:59,Ingest,1,1,63
Puriya_kalyan-6,Puriya_kalyan,D,HINDUSTANI CLASSICAL VOCAL BY SARATHY CHATTERJI,SARATHI CHATTERJI (VOCAL),,SARATHY CHATTERJI,,VOCAL RECITAL,Vocal," TABLA-   SHAILENDRA MISHRA,   HARMONIUM-   PAROMITHA MUKERJEE",PURVA KALYAN (EVENING),EK TAL,"HOVAN LAAGI SHAANJH, MOHE PIYA BIN REN ANDHERI",,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 01,"HOVAN LAAGI SHAANJH, MOHE PIYA BIN REN ANDHERI",,HIMACHAL PRADESH,,31-07-2015 15:15,31-07-2015 15:15,Ingest,1,1,63
Puriya_kalyan-4,Puriya_kalyan,D,HINDUSTANI CLASSICAL VOCAL BY SHRI GANPATI BHATT,GANAPATI BHAT (VOCAL),,SHRI GANPATI BHATT,,,Vocal,"  HARMONIUM-  DR. PANCHAKSHRI HIREMATH,  TABLA-  SHRI GOPALAKRISHNA HEGDE",PURIYA KALYAN (EVENING),EK TAL,AAJ SOBANA,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,AAJ SOBANA,,DHARWAD,,01-06-2015 12:20,01-06-2015 12:20,Ingest,1,1,71
Rageshree-3,Rageshree,D,"HINDUSTANI CLASSICAL VOCAL BY SHRI RAJINDER SINGH, CUT- 02",,,SHRI RAJINDER SINGH,,VOCAL RECITAL,," TABLA-  SHRI GLADWIN CHARLES,   HARMONIUM-  SHRI MANU MAHARAJ,  SARANGI-  SHRI USTAD R",RAGESHRI (NIGHT),TEEN TAL,DHAN DHAN BHAG,,,,MADHYALAYA GAT,AKASHWANI SANGEET SAMMELAN- 2009 (SPECIAL PROGRMME OF MUSIC),,,,,,,,,,JAIPUR,,04-06-2015 10:57,04-06-2015 10:57,Ingest,1,1,27
Dagori-1,Dagori,G#,"HINDUSTANI CLASSICAL VOCAL BY SHRUTI SADOLIKAR, RAGA- DAGORI",SHRUTI SADOLIKAR (VOCAL),,SHRUTI SADOLIKAR,,VOCAL RECITAL,Vocal," TABLA-   RAVINATH MISHRA,   HARMONIUM-   MOHAN MUNGRE,  SARANGI-  VINOD KUMAR MISHRA",N/A (),ROOPAK,AAIRI BEER MOHAN,,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 01,AAIRI BEER MOHAN,,MADHYA PRADESH,,04-08-2015 12:00,04-08-2015 12:00,Ingest,1,1,43
Rageshree-4,Rageshree,A#,HINDUSTANI CLASSICAL VOCAL BY MANDIRA LAHIRI,,,MANDIRA LAHIRI,,,Vocal," TABLA-  USTAD SABIR KHAN,   HARMONIUM-  HIRANMOY MITRA",RAGESHRI (NIGHT),EK TAL,MAN MITWA KE PAAS,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,MAN MITWA KE PAAS,,KOLKATA,,02-06-2015 16:06,02-06-2015 16:06,Ingest,1,1,57
Mian_ki_todi-1,Mian_ki_todi,C#,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,MIAN KI TODI (MORNING),TEEN TAL,NI WE MEIN MATLAB PUCHH LIYA.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-07,,,,,23-07-2015 16:27,23-07-2015 16:27,Ingest,1,1,8
